flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,loyalty_program_level,fleet_type_description,fleet_usage,response_group
1893,DEX,BOX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,no white wine!. limited beer choices.,90+,non-elite,B737-800,Mainline,member
5319,SLX,SFX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,delay because of the jet bridge failure!.,90+,premier silver,ERJ-175,Express,member
16,LHX,EWX,2022-09-19,Early & Ontime,Early & Ontime,Atlantic,it was a morning flight. i understand economy is not business class but at $1500 a ticket the meal service seemed paltry. none of this should reflect on the flight attendants. they did a brilliant job.,90+,non-elite,B767-300,Mainline,member
2109,EWX,SAX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,"two cookies or a tiny bag of pretzels for a five hour flight kinda sucks. i imagine it is probably industry standard at this point, and i get that the economics of the whole enterprise are generally against the airlines, but wow did it make me nostalgic for the days a five hour flight for me enough of an inflight did service to have something to complain about.",90+,premier silver,B737-900,Mainline,member
787,DEX,SJX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,better tasting and healthier snacks that are savory instead of just either salty. sugary snacks would be good to see. allowing customers to choose better as the world moves towards a more health conscious lifestyle.,90+,premier 1k,B737-900,Mainline,member
1111,OGX,LAX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,no_comment,70+,non-member,B737-MAX9,Mainline,non-member
1500,EWX,LAX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,i would like to see more gluten free choices.,90+,premier silver,B787-10,Mainline,member
1839,MEX,IAX,2022-09-20,Early & Ontime,Early & Ontime,Latin,limited food offerings for first class.,90+,premier 1k,A319-100,Mainline,member
743,IAX,DFX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,no_comment,80+,non-member,A320-200,Mainline,non-member
6144,ORX,IAX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,i was not aware if i was ever offered any food or beverage services because i am ahearing impaired veteran. they may have said something but if i am not looking at a person i can not read their lips.,80+,non-elite,ERJ-175,Express,member
585,PHX,EWX,2022-09-20,Early & Ontime,Delayed,Domestic,no_comment,90+,non-elite,A320-200,Mainline,member
2358,SFX,IAX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,different snacks would be great.,90+,non-elite,B737-900,Mainline,member
107,IAX,MUX,2022-09-20,Delayed,Delayed,Atlantic,no_comment,90+,non-elite,B777-200,Mainline,member
1420,CLX,FLX,2022-09-19,Delayed,Delayed,Domestic,i was asleep during service of snacks. i woke up while serving beverages. asked nicely for a snack and was told she would be right back. never came back. prior to this while being seated i asked for a wipe and some earphones. we rec'd total attitude after request. my husband had my bag and could not grab wipe while boarding. unnecessary crankiness.,90+,non-elite,B737-800,Mainline,member
1976,FLX,CLX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,pretzels tasted funny.,90+,non-elite,B737-700,Mainline,member
5374,SFX,FAX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,"we were given a cup, not the can.",90+,non-elite,CRJ-200,Express,member
287,CLX,DEX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,please given the whole can without having to ask.,90+,premier 1k,B737-800,Mainline,member
905,EWX,LHX,2022-09-21,Early & Ontime,Early & Ontime,Atlantic,grilled avocado seemed a little mushy.,90+,non-elite,B767-300,Mainline,member
905,EWX,LHX,2022-09-21,Early & Ontime,Early & Ontime,Atlantic,bland.,90+,non-elite,B767-300,Mainline,member
2346,ORX,CLX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,"on a 4 hour flight, a second walk through for beverages would have been nice.",90+,non-member,B737-900,Mainline,non-member
871,SYX,SFX,2022-09-21,Early & Ontime,Delayed,Pacific,no top shelf liquors free.,90+,non-member,B777-300,Mainline,non-member
1169,SFX,YYX,2022-09-21,Early & Ontime,Delayed,Domestic,thanks.,70+,non-member,B737-800,Mainline,non-member
2656,ORX,PHX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,i wish we had been offered a snack.,90+,non-elite,B737-800,Mainline,member
1043,EWX,AUX,2022-09-22,Delayed,Delayed,Latin,"we did not pre-order because we did not like the selections, and the only one i would have ordered was not available. the selections were not appetizing. we do not eat pasta, rice, or wheat, or sugar. there really was not much for us to order.",90+,non-member,B737-900,Mainline,non-member
5541,MTX,ORX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,i got a whole can of diet coke and that was awesome.,80+,non-member,ERJ-175,Express,non-member
1967,MSX,EWX,2022-09-22,Delayed,Delayed,Domestic,no thank you.,90+,non-member,A319-100,Mainline,non-member
2144,EWX,SJX,2022-09-22,Delayed,Delayed,Latin,you should include better snacks free of cost. even your purchased items were not sufficient.,0 to 70,non-elite,B767-400,Mainline,member
150,EWX,GRX,2022-09-22,Delayed,Delayed,Latin,no_comment,90+,non-elite,B777-200,Mainline,member
1732,KOX,DEX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-member,B757-200,Mainline,non-member
5306,MDX,ORX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,there was no free food. no cookies or pretzels.,90+,non-elite,ERJ-175,Express,member
2615,LAX,EWX,2022-09-23,Delayed,Early & Ontime,Domestic,i requested a gluten free meal and it [meal] was served with items that contained gluten. i read the labels so i did not get sick but that is irresponsible.,90+,non-elite,B787-10,Mainline,member
727,DEX,CMX,2022-09-22,Delayed,Delayed,Domestic,"we sat on the tarmac for a very long time without any communication about what was going on, what to expect, etc. the very least that could have happened is you could give the passengers complimentary snacks -- more than pretzels. do something to help make us feel ""not so awful"" for all the things we would have to reschedule because of this delay.",90+,non-elite,B737-800,Mainline,member
373,HNX,SFX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,one complementary waffle cracker snack on an over 5 hour flight…. unsatisfactory.,90+,premier silver,B777-200,Mainline,member
1038,DEX,CHX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,"we flew first class several times during covid on united and were so very disappointed in the food. it is great to have the real first class food back!. we wish we had flown coach during covid. first class was very disappointing and not worth the extra cost. also, it would be great if you offered spirits before takeoff. it really makes a difference.",90+,premier silver,A320-200,Mainline,member
1258,EWX,SFX,2022-09-23,Delayed,Delayed,Domestic,very nice.,90+,non-member,B777-200,Mainline,non-member
129,GIX,IAX,2022-09-23,Early & Ontime,Early & Ontime,Latin,"could have had 2 options of kind of wines, not only 1 of each flavor.",80+,non-member,B767-300,Mainline,non-member
927,SFX,FRX,2022-09-23,Early & Ontime,Delayed,Atlantic,"dinner had been very good. breakfast can be improved, as the food looked pre-prepared (as it is, but usually the customers will not see / feel it) with the bread softened in the liquid.",90+,non-member,B777-300,Mainline,non-member
2657,IAX,SNX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,chicken dish was a bit too spicy.,80+,premier gold,A319-100,Mainline,member
6064,CHX,IAX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-member,ERJ-175,Express,non-member
820,IAX,EZX,2022-09-24,Delayed,Delayed,Latin,i chose the ice cream and it was mealtied.,90+,premier silver,B777-200,Mainline,member
1270,DEX,ORX,2022-09-23,Early & Ontime,Delayed,Domestic,there should be a sugar free option for dietary needs.,70+,non-member,A320-200,Mainline,non-member
2199,EWX,PHX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,B737-MAX8,Mainline,member
2199,EWX,PHX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-member,B737-MAX8,Mainline,non-member
574,SFX,ABX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,it would be good to offer non- sugar snack to diabetic passengers.,90+,non-member,A319-100,Mainline,non-member
2282,CVX,IAX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,vegetarian meatballs is excellent. the second option offered chicken and rice does not taste good at all. is a “big salad” an option?. maybe pre-order only if not.,0 to 70,premier 1k,A320-200,Mainline,member
3525,EWX,INX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,ERJ-175,Express,member
920,LHX,IAX,2022-09-24,Delayed,Delayed,Atlantic,"the flight attendant lisent me talking in spanish and he started talking to me in that way, it was special.",90+,non-member,B777-200,Mainline,non-member
920,LHX,IAX,2022-09-24,Delayed,Delayed,Atlantic,i miss the old omlette's on international flights in economy/economy plus.,90+,premier gold,B777-200,Mainline,member
1814,IAX,LAX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,"i like the contactless payment option – very convenient for passengers, probably better revenue capture for united <:)>.",90+,non-member,B737-900,Mainline,non-member
914,KEX,ORX,2022-09-25,Delayed,Delayed,Atlantic,they did not have enough vege sandwiches for vegetarian people & they had only potato chips!!. we had informed about our food preferences when we booked the flight!!.,90+,non-elite,B757-200,Mainline,member
1050,CUX,EWX,2022-09-25,Early & Ontime,Early & Ontime,Latin,more vegan options needed.,90+,non-member,B737-900,Mainline,non-member
2085,ORX,SFX,2022-09-25,Early & Ontime,Delayed,Domestic,i enjoyed getting a full can of soda with glass of ice instead of it being poured for me.,90+,non-elite,B737-MAX9,Mainline,member
4777,DCX,ORX,2022-09-24,Delayed,Delayed,Domestic,sweet tea.,80+,non-member,ERJ-175,Express,non-member
1847,EWX,MYX,2022-09-26,Delayed,Delayed,Domestic,i ordered cranberry juice and was served a half full can.,0 to 70,non-elite,A320-200,Mainline,member
2629,PHX,IAX,2022-09-25,Delayed,Delayed,Domestic,being frequent united flyers. i get tired of the same/limited snack items.,90+,premier silver,B737-700,Mainline,member
1708,SFX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,the impossible meatballs were very nice.,80+,non-elite,B777-200,Mainline,member
1181,SAX,DEX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,B737-800,Mainline,member
1124,CPX,EWX,2022-09-26,Early & Ontime,Early & Ontime,Atlantic,coffee luke warm and bitter.,90+,premier silver,B787-9,Mainline,member
2443,IAX,FLX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,it would have been nice to have a choice of desserts when preordering my meal.,90+,non-member,B737-800,Mainline,non-member
2443,IAX,FLX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,i love the new snacks. the lemon frosted almonds and waffle cone bites are delicious.,90+,premier 1k,B737-800,Mainline,member
5269,BOX,IAX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,i was not aware of any meal options. it seemed like there was only beverages offered.,90+,premier silver,ERJ-175,Express,member
4762,DEX,TYX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,ERJ-175,Express,member
2442,TPX,EWX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,only stroopwafels and pretzels - no biscoff cookies.,70+,non-elite,A320-200,Mainline,member
1262,EWX,IAX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,"i did not see where i could get a dairy free option. when they arrived at the rear of the plane, there was no longer a vegetarian pasta option. i would have liked to have had my food allergies taken into account.",90+,non-member,B737-800,Mainline,non-member
4897,SHX,DEX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,best coffee ever had on flights.,90+,non-member,ERJ-145,Express,non-member
5334,OKX,ORX,2022-09-26,Delayed,Early & Ontime,Domestic,very unfriendly server/flight attendant.,90+,non-elite,CRJ-200,Express,member
2657,IAX,SNX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,great customer service delivery.,80+,non-member,A319-100,Mainline,non-member
855,IAX,LIX,2022-09-27,Delayed,Early & Ontime,Latin,"we got vegetarian...it was with a far east indian influence. it was a too spicy <🔥> for both my husband and i. we are glad we got vegetarian 100%, but it was too spicy.",90+,non-elite,B767-300,Mainline,member
1725,KOX,SFX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,"i had champagne. i always look forward to that or a quality wine. would have liked coffee too. by the way, the first class crew was very attentive. the two men were the best my husband and i have experienced. we travel the world……used to.",90+,non-elite,B737-MAX9,Mainline,member
170,VCX,EWX,2022-09-28,Delayed,Delayed,Atlantic,great pinot noir!.,90+,premier 1k,B767-300,Mainline,member
705,IAX,EWX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,na.,90+,non-member,B737-MAX8,Mainline,non-member
1974,EWX,IAX,2022-09-28,Delayed,Delayed,Domestic,the choices are very limited and availability too especially on flights lengthy but not over 3h. so iah to nyc almost 2h40min to get there. it would be great to have some options available.,90+,premier platinum,B737-800,Mainline,member
511,EWX,FCX,2022-09-27,Delayed,Early & Ontime,Atlantic,pancakes were soggy. the dinner was good. the breakfast really was not.,80+,non-elite,B777-200,Mainline,member
4655,ATX,DEX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,have options not just one.,90+,non-elite,ERJ-175,Express,member
268,BOX,DEX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,"i miss the good old days of airplane food;. plastic fork, tray and all.",90+,non-member,B737-MAX9,Mainline,non-member
268,BOX,DEX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,i was given both treats because i could not make my mind up.,90+,non-member,B737-MAX9,Mainline,non-member
2147,LAX,DEX,2022-09-29,Early & Ontime,Delayed,Domestic,i think the entrees could have been better.,90+,premier gold,B737-800,Mainline,member
4657,ORX,GSX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,snacks like pretzels or cookies.,90+,non-member,ERJ-175,Express,non-member
2427,IAX,BOX,2022-09-29,Early & Ontime,Delayed,Domestic,everything was good.,90+,non-elite,A320-200,Mainline,member
220,ORX,HNX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,only 2 improvements needed. the croissant was super cold and dry. the mango did not have any taste.,90+,non-elite,B787-10,Mainline,member
220,ORX,HNX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,"kale egg entree was really not very good. not hot, no flavor to speak of. not good enough for a first class entree. fresh fruit was good.",90+,non-member,B787-10,Mainline,non-member
220,ORX,HNX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,i wish united would state exactly what you are being fed on a 9 hour flight. that is a long time to go on a roll and fruit.,90+,non-elite,B787-10,Mainline,member
1904,GUX,IAX,2022-09-28,Early & Ontime,Early & Ontime,Latin,liked it.,90+,non-elite,B737-800,Mainline,member
952,BRX,IAX,2022-09-29,Early & Ontime,Early & Ontime,Atlantic,the chicken tikka masala was very good. would have preferred a choice of breads rather than just a dinner roll.,90+,premier 1k,B777-300,Mainline,member
1062,SJX,IAX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,i was not able to cut the broccoli due to it was not cooked well enough or was too cold. the vegan meatballs were tasty. the fruit dish was fresh. the rice was way over cooked and mushy. the flight attendant was very kind and found milk (though it was warm) for me to drink with my meal.,0 to 70,non-member,B737-800,Mainline,non-member
2392,PIX,ORX,2022-09-29,Early & Ontime,Delayed,Domestic,"there is a giant waste of drinks and plastic for first class passengers. the flight attendant prepares a tray of sparkling wine and water and takes that around to first class to ask who wants what. when there are leftovers, the flight attendant dumps out all of the drinks and throws away the plastic. why not have the flight attendant take the first class members' orders before pouring out drinks that will inevitably go to waste.",90+,non-elite,B737-800,Mainline,member
79,NRX,EWX,2022-09-29,Delayed,Early & Ontime,Pacific,the main meal was pretty good (= better than average airline food) the desert was a brownie that not very good. the snack was a sandwich that was bad = bad quality ingredients. the breakfast was good but not as good as the main meal.,0 to 70,premier silver,B777-200,Mainline,member
467,LIX,LAX,2022-09-29,Delayed,Early & Ontime,Domestic,thank-you for the gluten free meals. on other airlines they did not have such an option.,90+,premier silver,B737-800,Mainline,member
467,LIX,LAX,2022-09-29,Delayed,Early & Ontime,Domestic,"gif the length of a flight & price of a ticket , it is a disgrace that you are offered 1 cookie. i know it is yrs ago.. when i flew to hawaii on this airline , had a full meal served in monkey pod bowls & had s snack . i was lucky with my connecting flight i had 25 min to get something to eat for an 11 pm departure .. i had not had anything to eat since 9am prior to my initial departure from kauai. the price of a snack box is ridiculous .. not good i care yo eat too.",90+,non-member,B737-800,Mainline,non-member
1988,LAX,EWX,2022-09-29,Delayed,Delayed,Domestic,no comment.,90+,non-elite,B737-900,Mainline,member
3716,EWX,YUX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,newark to montreal leg was fine. amsterdam to newark leg could have done with a slightly more substantial lunch.,90+,non-elite,ERJ-170,Express,member
2019,IAX,SAX,2022-09-30,Delayed,Delayed,Domestic,"actually i wanted to compliment the selection!. i prefer flavored sugar-free soda water and did not expect to find any on an airplane menu, let alone two flavors of it. kudos for having healthier options!.",90+,non-elite,B737-900,Mainline,member
1077,EWX,LAX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,i wish at least a sandwich was provided.,90+,non-member,B787-10,Mainline,non-member
1474,SDX,EWX,2022-09-29,Delayed,Delayed,Latin,no_comment,90+,non-member,B737-900,Mainline,non-member
188,JNX,EWX,2022-09-30,Early & Ontime,Early & Ontime,Atlantic,lack of times passed through the cabin offering beverages so a self serving water station would be nice in the galley area.,70+,non-elite,B787-9,Mainline,member
188,JNX,EWX,2022-09-30,Early & Ontime,Early & Ontime,Atlantic,meals on this flight were especially good for “airplane food”’.,70+,non-elite,B787-9,Mainline,member
285,AUX,EWX,2022-09-30,Early & Ontime,Delayed,Domestic,nuts were not an option meaning there was nothing that was gluten free.,80+,non-elite,A320-200,Mainline,member
1221,BUX,DEX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,would have liked meal options.,90+,non-member,A319-100,Mainline,non-member
732,SFX,SEX,2022-09-30,Delayed,Delayed,Domestic,too limited.,90+,premier gold,A319-100,Mainline,member
2366,ORX,BUX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,providing a credit card online when preferring not to register for the app was confusing. there was nothing to confirm that my payment information was on file to know if i could purchase a beverage. the payment without signing up was confusing.,80+,non-member,A319-100,Mainline,non-member
2220,ORX,BTX,2022-09-29,Delayed,Delayed,Domestic,i wish there was less plastic all around.,90+,non-elite,A319-100,Mainline,member
84,DEX,EWX,2022-09-01,Early & Ontime,Early & Ontime,Atlantic,please care for senior passengers from india - they need healthy food - please note we indians are foody - please care for more good food - ultimately it will help ua to increase business.,90+,premier platinum,B787-9,Mainline,member
512,MIX,IAX,2022-09-01,Delayed,Delayed,Domestic,you need to have a better quality.,80+,non-elite,B737-900,Mainline,member
1461,IAX,SAX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,no snack offered. no purchase food offered.,90+,non-elite,B737-MAX9,Mainline,member
1501,DEX,CMX,2022-09-01,Delayed,Delayed,Domestic,only the snack boxes were available and no sandwiches.,80+,premier 1k,B737-900,Mainline,member
2191,EWX,MSX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,the snack was nothing to appreciate.,90+,non-member,B737-800,Mainline,non-member
2191,EWX,MSX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,better choices would be nice.,90+,non-member,B737-800,Mainline,non-member
128,DUX,IAX,2022-09-01,Early & Ontime,Delayed,Atlantic,food was very bland...needs more seasoning.,70+,premier silver,B777-200,Mainline,member
220,ORX,HNX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,food service needs to continue. my last 9 hour flight to hawaii did not serve food. glad to see this returned.,90+,non-elite,B777-200,Mainline,member
2376,MSX,ORX,2022-09-01,Delayed,Delayed,Domestic,i did not select pretzels b/c i was given a small bag of nuts in 1st class. i wish they had a better selection especially with the extended delay.,0 to 70,premier 1k,A320-200,Mainline,member
5614,DEX,CLX,2022-09-01,Delayed,Delayed,Domestic,it was great- the oatmeal-chia was served to be cold and it was and other items were rearm like they were supposed to be- the oatmeal- his was good- fruit was not mushy - liked the biscotti too!.,90+,premier 1k,ERJ-175,Express,member
1565,BOX,ORX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,more snack choices.,80+,non-elite,B737-800,Mainline,member
60,FRX,SFX,2022-09-02,Early & Ontime,Early & Ontime,Atlantic,improve upon meals option & taste.,90+,non-elite,B777-300,Mainline,member
2429,IAX,CHX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,no_comment,80+,premier 1k,A319-100,Mainline,member
1051,MCX,EWX,2022-09-02,Early & Ontime,Delayed,Domestic,no_comment,90+,non-elite,B737-900,Mainline,member
220,ORX,HNX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,for a nearly $3k ticket in first class i expected better snack options. what happened to sundaes or seafood appetizers. no appetizers at all and entire meal served at the same time.,90+,non-elite,B777-200,Mainline,member
2308,DEX,LIX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,no_comment,70+,premier silver,B757-200,Mainline,member
45,SFX,ZRX,2022-09-02,Early & Ontime,Delayed,Atlantic,it would be great if you could reduce plastics (e.g. not for every beverage a new cup / no cups for cans / bread from a basket without plastic etc.).,90+,non-member,B777-200,Mainline,non-member
45,SFX,ZRX,2022-09-02,Early & Ontime,Delayed,Atlantic,not only light beer please.,90+,non-member,B777-200,Mainline,non-member
1087,MCX,DEX,2022-09-01,Delayed,Delayed,Domestic,it was nice having a snack on the flight.,80+,non-elite,B737-900,Mainline,member
1829,MCX,ORX,2022-09-02,Delayed,Delayed,Domestic,"had a meal included with fc seat, it was awful.",90+,non-elite,B757-300,Mainline,member
2202,SEX,ORX,2022-09-02,Early & Ontime,Delayed,Domestic,"the trip to seattle from chicago. apparently the app did not work. the flight attendant shared she could not give me free drinks (which i never asked for)!. on the way back to chicago, the app would not connect to my wallet. i have no idea if it worked.",80+,non-member,B737-900,Mainline,non-member
261,SFX,EUX,2022-09-01,Early & Ontime,Delayed,Domestic,kind of missed the peanuts we used to get.,90+,non-elite,A319-100,Mainline,member
1531,EWX,CLX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,B737-800,Mainline,member
128,DUX,IAX,2022-09-03,Delayed,Delayed,Atlantic,i loved the turkey cheese sandwich on pretzel bread. that was amazing.,70+,non-member,B777-200,Mainline,non-member
5463,DEX,YEX,2022-09-02,Delayed,Delayed,Domestic,"the dinners provided by united have really gone downhill. even now the pandemic is less of a problem there is limited choice, if any.",90+,non-elite,ERJ-175,Express,member
312,BOX,LAX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,keep being great.,80+,non-elite,B737-MAX9,Mainline,member
441,DEX,LAX,2022-09-02,Early & Ontime,Delayed,Domestic,i would like to have the bottle of spirit ordered so i know what i am drinking instead of an already mixed glass.,90+,non-elite,B737-MAX9,Mainline,member
1256,GEX,DEX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,we were in first class so paying did not matter but i heard it announced that the only way to pay in main was with united app. i think you should take credit cards.,70+,non-member,A320-200,Mainline,non-member
668,IAX,LAX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,this was second flight having problem with credit card showing i had submited my card number.,90+,premier silver,B737-900,Mainline,member
1451,EWX,PBX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,"be nice if there was a wine choice other than white or red. dessert was very good i was offered two entrees. i picked one. guy behind me was then offered a hamburger, i was not and probably would have chosen that.",0 to 70,premier platinum,B737-900,Mainline,member
510,FCX,EWX,2022-09-04,Delayed,Early & Ontime,Atlantic,"for international flights, food can be better.",90+,non-elite,B777-200,Mainline,member
885,IAX,FCX,2022-09-04,Delayed,Delayed,Atlantic,when it came my turn to have dinner they were out of beef. the flight attendant knew there was limited beef dinners. her answer to this problem was forcing me to choose another offering. not much to eat on that 8 hour flight.,90+,non-elite,B787-8,Mainline,member
657,ORX,BOX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,food and beverage were very good.,90+,premier silver,B737-MAX9,Mainline,member
417,ORX,MXX,2022-09-04,Delayed,Early & Ontime,Atlantic,the wine were no good.,90+,non-elite,B787-8,Mainline,member
417,ORX,MXX,2022-09-04,Delayed,Early & Ontime,Atlantic,i really appreciated how well you considered and remembered my wife's gluten allergies.,90+,non-member,B787-8,Mainline,non-member
318,EWX,DUX,2022-09-04,Early & Ontime,Early & Ontime,Atlantic,are there anything for diabetics.,70+,non-elite,B757-200,Mainline,member
318,EWX,DUX,2022-09-04,Early & Ontime,Early & Ontime,Atlantic,"food was better than expected, honestly.",70+,non-elite,B757-200,Mainline,member
86,TLX,EWX,2022-09-04,Delayed,Early & Ontime,Atlantic,should be available at least water always.,90+,non-member,B787-10,Mainline,non-member
712,EWX,FLX,2022-09-03,Early & Ontime,Delayed,Domestic,i did not accept the dinner.,0 to 70,non-member,B737-700,Mainline,non-member
5455,DEX,MRX,2022-09-01,Early & Ontime,Delayed,Domestic,be nice to have other non sweet options. popcorn/ chips?.,90+,non-elite,CRJ-200,Express,member
820,IAX,EZX,2022-09-04,Delayed,Delayed,Latin,"on the trip from houston to buenos aires enough food, snacks and beverages were served. it is on the ""short"" flights were more options (beyond pretzels, cookies, etc.). thanks.",90+,premier silver,B777-200,Mainline,member
3856,ROX,IAX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,CRJ-200,Express,member
1115,SAX,DEX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,unsweet iced tea would be great…. people can always use sweetener packets to sweeten but you can not un-add it from sweet tea.,90+,non-member,A320-200,Mainline,non-member
1696,MCX,IAX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,"the early flight, which i preordered , did not have but two choices . the second leg had more choices but did not preorder .wanted oatmeal but you ran out. i could not eat much on first flight due to allergies.",90+,non-member,B737-MAX9,Mainline,non-member
1746,SFX,IAX,2022-09-05,Delayed,Delayed,Domestic,no tea selection.,90+,premier platinum,A320-200,Mainline,member
4950,XNX,DEX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-elite,ERJ-145,Express,member
314,PHX,DEX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,a snack would be nice.,90+,non-elite,A320-200,Mainline,member
1188,EWX,ATX,2022-09-04,Early & Ontime,Delayed,Domestic,will suggest getting better snacks.,80+,non-member,A319-100,Mainline,non-member
1592,EWX,DTX,2022-09-05,Early & Ontime,Delayed,Domestic,wish a light snack like pretzels or cookies were offered complimentary.,90+,non-elite,B737-700,Mainline,member
394,BWX,DEX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,you never have revive snack box which i prefer.,90+,global services,B737-800,Mainline,member
394,BWX,DEX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-member,B737-800,Mainline,non-member
5675,ORX,STX,2022-09-06,Early & Ontime,Delayed,Domestic,no service.,80+,non-elite,ERJ-175,Express,member
334,ORX,SYX,2022-09-06,Delayed,Early & Ontime,Domestic,"instead of buying food, a small cookie to go with your coffee would be nice. thx.",80+,premier silver,A319-100,Mainline,member
593,DTX,EWX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,"no pretzels or chips, nuts, etc.",90+,non-elite,B737-700,Mainline,member
2448,RSX,EWX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,"no individual water bottle provided, not even for purchase.",90+,non-member,B737-700,Mainline,non-member
4767,FSX,DEX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-member,ERJ-175,Express,non-member
3777,SGX,ORX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,i was very surprised to not receive a snack on this flight. i have flown this same route many times before and previously received a snack.,90+,non-elite,CRJ-200,Express,member
4889,ELX,IAX,2022-09-07,Delayed,Delayed,Domestic,no_comment,70+,non-member,ERJ-145,Express,non-member
954,ORX,MUX,2022-09-07,Delayed,Delayed,Atlantic,hot breakfast-- egg and chicken sausage not good.,90+,non-elite,B787-10,Mainline,member
1456,LGX,DEX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,ran out of apple juice. settled with tomato juice.,80+,non-member,B737-800,Mainline,non-member
5246,ABX,ORX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,i could have used a snack/ but it was ok.,0 to 70,non-member,ERJ-175,Express,non-member
495,SNX,EWX,2022-09-07,Delayed,Delayed,Domestic,i was on that plane for over six hours and all you offered me to eat was a cookie that is pathetic.,80+,non-elite,B737-700,Mainline,member
